ClientName,OwnerRepo,GitHubOwnerRepo,LibraryOld,LibraryNew,CommitSha,ClientMethod,ExternalCall
tushare-1.0.0,0RaymondJiang0/tushare-java,github.com/0RaymondJiang0/tushare-java,commons-csv-1.3,commons-csv-1.13.0,71ae80ffeff69a2c8e1f4b6e00c2f9a3049c8599,"<waditu.tushare.stock.Trading: java.util.List getTickData(java.lang.String,java.util.Date)>","<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser parse(java.lang.String,org.apache.commons.csv.CSVFormat)>"
neuron-0.0.1,1036225283/xws,github.com/1036225283/xws,fastjson-1.2.31,fastjson-2.0.56,18ffb69e350593fa2b24b9501a3838c327124f3d,"<xws.util.UtilMnist: java.util.List dataFromJsonFile(java.lang.String,int)>",<com.alibaba.fastjson.JSONObject: java.lang.String getString(java.lang.String)>
neuron-0.0.1,1036225283/xws,github.com/1036225283/xws,fastjson-1.2.31,fastjson-2.0.56,18ffb69e350593fa2b24b9501a3838c327124f3d,<xws.test.FullNetWorkTest: java.util.Map loadMNIST()>,<com.alibaba.fastjson.JSONObject: java.lang.String getString(java.lang.String)>
sonar-pmd-plugin-3.0.1,95MISTAKE/sonar,github.com/95MISTAKE/sonar,sonar-plugin-api-7.4,sonar-plugin-api-9.4.0.54424,da97f2b096d1b2ec6f676f2c780482341b472844,<org.sonar.plugins.pmd.PmdViolationRecorder: org.sonar.api.rule.RuleKey findActiveRuleKeyFor(net.sourceforge.pmd.RuleViolation)>,"<org.sonar.api.rule.RuleKey: org.sonar.api.rule.RuleKey of(java.lang.String,java.lang.String)>"
sonar-pmd-plugin-3.0.1,95MISTAKE/sonar,github.com/95MISTAKE/sonar,sonar-plugin-api-7.4,sonar-plugin-api-9.4.0.54424,da97f2b096d1b2ec6f676f2c780482341b472844,<org.sonar.plugins.pmd.PmdViolationRecorder: org.sonar.api.rule.RuleKey findActiveRuleKeyFor(net.sourceforge.pmd.RuleViolation)>,"<org.sonar.api.rule.RuleKey: org.sonar.api.rule.RuleKey of(java.lang.String,java.lang.String)>"
springboot-mybatis-redis-0.0.1-SNAPSHOT,269941633/spring-boot-mybatis-redis,github.com/269941633/spring-boot-mybatis-redis,pagehelper-4.1.6,pagehelper-6.1.0,b9b76c3a8944e6dcb3a46a34e8497e824498fbdd,<com.fei.springboot.config.mybatis.MybatisConfiguration: com.github.pagehelper.PageHelper pageHelper()>,<com.github.pagehelper.PageHelper: void setProperties(java.util.Properties)>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.drink.DrinkBeer: org.kie.api.runtime.KieSession getSession()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.templates.SimpleRuleTemplateExample: void main(java.lang.String[])>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.ticketDSL.TicketExampleWithDsl: void main(java.lang.String[])>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.point.PointTest: void point()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.helloword.HelloWorld: void main(java.lang.String[])>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.person.PersonAgeTest: org.kie.api.runtime.KieSession getSession()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.person.PersonTest: org.kie.api.runtime.KieSession getSession()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.personTemp.PersonTemp: org.kie.api.runtime.KieSession getSession()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
drools-example-1.0-SNAPSHOT,527515025/drools-springboot,github.com/527515025/drools-springboot,kie-api-6.5.0.Final,kie-api-10.0.0,34a67e0ced1147ae94c823325702377777d991fa,<com.us.fusion.Application: org.kie.api.runtime.KieSession getSession()>,<org.kie.api.KieServices$Factory: org.kie.api.KieServices get()>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,hutool-all-4.6.8,hutool-all-5.8.36,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.admin.service.AdminRoleService: void copy(java.lang.Integer)>,"<cn.hutool.core.util.ReUtil: java.lang.String delFirst(java.lang.String,java.lang.CharSequence)>"
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,hutool-all-4.6.8,hutool-all-5.8.36,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.admin.service.AdminRoleService: void copy(java.lang.Integer)>,"<cn.hutool.core.util.ReUtil: boolean contains(java.lang.String,java.lang.CharSequence)>"
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,hutool-all-4.6.8,hutool-all-5.8.36,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.admin.service.AdminRoleService: void copy(java.lang.Integer)>,"<cn.hutool.core.util.ReUtil: java.lang.String get(java.lang.String,java.lang.CharSequence,int)>"
netty-socket-1.0,6ag/im-demo-netty-tcp-websocket,github.com/6ag/im-demo-netty-tcp-websocket,netty-all-4.1.32.Final,netty-all-5.0.0.Alpha2,,<com.kefu.netty.codec.TcpSpliter: void <init>()>,"<io.netty.handler.codec.LengthFieldBasedFrameDecoder: void <init>(int,int,int)>"
netty-socket-1.0,6ag/im-demo-netty-tcp-websocket,github.com/6ag/im-demo-netty-tcp-websocket,netty-all-4.1.32.Final,netty-all-5.0.0.Alpha2,,<com.kefu.netty.handler.IMIdleStateHandler: void <init>()>,"<io.netty.handler.timeout.IdleStateHandler: void <init>(long,long,long,java.util.concurrent.TimeUnit)>"
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmContactsController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFWorkbook: void <init>()>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmContactsController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.ss.usermodel.CellStyle)>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmLeadsController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFWorkbook: void <init>()>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmLeadsController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.ss.usermodel.CellStyle)>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmProductController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFWorkbook: void <init>()>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmProductController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.ss.usermodel.CellStyle)>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmCustomerController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFWorkbook: void <init>()>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmCustomerController: void downloadExcel()>,<org.apache.poi.hssf.usermodel.HSSFCell: void setCellStyle(org.apache.poi.ss.usermodel.CellStyle)>
ROOT,72crm/72crm-java,github.com/72crm/72crm-java,poi-3.17,poi-5.4.0,9b17af536c120f9fe20d71564504e59e57d4e610,<com.kakarote.crm9.erp.crm.controller.CrmCustomerController: void downloadExcel()>,"<org.apache.poi.hssf.usermodel.HSSFWorkbook: void setSheetHidden(int,boolean)>"
pattern-1.0-SNAPSHOT,925781609/pattern,github.com/925781609/pattern,cglib-2.2.2,cglib-3.3.0,68eb95e46ed4a7d48bd39e7068438f2dc6560619,<pattern.proxy.cglib.Proxy: java.lang.Object getInstance(pattern.proxy.cglib.Subjcet)>,<net.sf.cglib.proxy.Enhancer: void <init>()>
pattern-1.0-SNAPSHOT,925781609/pattern,github.com/925781609/pattern,cglib-2.2.2,cglib-3.3.0,68eb95e46ed4a7d48bd39e7068438f2dc6560619,<pattern.proxy.cglib.Proxy: java.lang.Object getInstance(pattern.proxy.cglib.Subjcet)>,<net.sf.cglib.proxy.Enhancer: void setSuperclass(java.lang.Class)>
pattern-1.0-SNAPSHOT,925781609/pattern,github.com/925781609/pattern,cglib-2.2.2,cglib-3.3.0,68eb95e46ed4a7d48bd39e7068438f2dc6560619,<pattern.proxy.cglib.Proxy: java.lang.Object getInstance(pattern.proxy.cglib.Subjcet)>,<net.sf.cglib.proxy.Enhancer: void setCallbacks(net.sf.cglib.proxy.Callback[])>
pattern-1.0-SNAPSHOT,925781609/pattern,github.com/925781609/pattern,cglib-2.2.2,cglib-3.3.0,68eb95e46ed4a7d48bd39e7068438f2dc6560619,<pattern.proxy.cglib.Proxy: java.lang.Object getInstance(pattern.proxy.cglib.Subjcet)>,<net.sf.cglib.proxy.Enhancer: void setCallbackFilter(net.sf.cglib.proxy.CallbackFilter)>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample3: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Read readStrings()>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample3: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Write writeStrings()>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample1: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Read readStrings()>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample1: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Write writeStrings()>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample2: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Read readStrings()>
enrichment-patterns-1.0-SNAPSHOT,0xdecaf/beam-enrichment-patterns,github.com/0xdecaf/beam-enrichment-patterns,beam-sdks-java-io-google-cloud-platform-2.9.0,beam-sdks-java-io-google-cloud-platform-2.63.0,4ea5efe9a61de48330da82ae56ae5915c5ce97df,<org.chaoslabs.beam.pipelines.JdbcReadAllExample2: void main(java.lang.String[])>,<org.apache.beam.sdk.io.gcp.pubsub.PubsubIO: org.apache.beam.sdk.io.gcp.pubsub.PubsubIO$Write writeStrings()>
im-0.0.1-SNAPSHOT,266945/GOIM,github.com/266945/GOIM,jfinal-3.8,jfinal-5.2.2,d8c491d52035b53f76ed2aac8421b83fa4d3dfa6,<ec.mark.im.interceptor.UserInterceptor: void intercept(com.jfinal.aop.Invocation)>,<com.jfinal.core.Controller: void render(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse$1: void <init>()>,<com.google.protobuf.AbstractParser: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse$Builder: void <init>()>,<com.google.protobuf.GeneratedMessage$Builder: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse$Builder: name.antonsmirnov.discovery.Dto$ServiceResponse$Builder clear()>,<com.google.protobuf.GeneratedMessage$Builder: com.google.protobuf.GeneratedMessage$Builder clear()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse$Builder: com.google.protobuf.ByteString getTypeBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse$Builder: com.google.protobuf.ByteString getTitleBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: void <init>(com.google.protobuf.GeneratedMessage$Builder)>,<com.google.protobuf.GeneratedMessage: void <init>(com.google.protobuf.GeneratedMessage$Builder)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: com.google.protobuf.ByteString getTitleBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: void <init>(boolean)>,<com.google.protobuf.GeneratedMessage: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: void <init>(boolean)>,<com.google.protobuf.UnknownFieldSet: com.google.protobuf.UnknownFieldSet getDefaultInstance()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: void writeTo(com.google.protobuf.CodedOutputStream)>,<com.google.protobuf.UnknownFieldSet: void writeTo(com.google.protobuf.CodedOutputStream)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,"<name.antonsmirnov.discovery.Dto$ServiceResponse: void <init>(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)>",<com.google.protobuf.GeneratedMessage: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,"<name.antonsmirnov.discovery.Dto$ServiceResponse: void <init>(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)>",<com.google.protobuf.UnknownFieldSet: com.google.protobuf.UnknownFieldSet$Builder newBuilder()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceResponse: com.google.protobuf.ByteString getTypeBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest$1: void <init>()>,<com.google.protobuf.AbstractParser: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.ServicePublisher$ListenerThread: name.antonsmirnov.discovery.Dto$ServiceResponse buildResponse(name.antonsmirnov.discovery.ServiceInfo)>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFrom(byte[])>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: void writeTo(com.google.protobuf.CodedOutputStream)>,"<com.google.protobuf.CodedOutputStream: void writeEnum(int,int)>"
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: void writeTo(com.google.protobuf.CodedOutputStream)>,<com.google.protobuf.UnknownFieldSet: void writeTo(com.google.protobuf.CodedOutputStream)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,"<name.antonsmirnov.discovery.Dto$ServiceRequest: void <init>(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)>",<com.google.protobuf.GeneratedMessage: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,"<name.antonsmirnov.discovery.Dto$ServiceRequest: void <init>(com.google.protobuf.CodedInputStream,com.google.protobuf.ExtensionRegistryLite)>",<com.google.protobuf.UnknownFieldSet: com.google.protobuf.UnknownFieldSet$Builder newBuilder()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: com.google.protobuf.ByteString getTypeBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: void <init>(com.google.protobuf.GeneratedMessage$Builder)>,<com.google.protobuf.GeneratedMessage: void <init>(com.google.protobuf.GeneratedMessage$Builder)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: void <init>(boolean)>,<com.google.protobuf.GeneratedMessage: void <init>()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest: void <init>(boolean)>,<com.google.protobuf.UnknownFieldSet: com.google.protobuf.UnknownFieldSet getDefaultInstance()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest$Builder: name.antonsmirnov.discovery.Dto$ServiceRequest$Builder clear()>,<com.google.protobuf.GeneratedMessage$Builder: com.google.protobuf.GeneratedMessage$Builder clear()>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest$Builder: com.google.protobuf.ByteString getTypeBytes()>,<com.google.protobuf.ByteString: com.google.protobuf.ByteString copyFromUtf8(java.lang.String)>
sd-1.3,4ntoine/ServiceDiscovery-java,github.com/4ntoine/ServiceDiscovery-java,protobuf-java-2.6.1,protobuf-java-4.30.1,,<name.antonsmirnov.discovery.Dto$ServiceRequest$Builder: void <init>()>,<com.google.protobuf.GeneratedMessage$Builder: void <init>()>
springboot-mybatis-mysql-write-read-0.0.1-SNAPSHOT,269941633/spring-boot-mybatis-mysql-write-read,github.com/269941633/spring-boot-mybatis-mysql-write-read,pagehelper-4.1.6,pagehelper-6.1.0,f5a194ec4ffc5d9e48350909e4fc171128206fd9,<com.fei.springboot.config.dbconfig.MybatisConfiguration: com.github.pagehelper.PageHelper pageHelper()>,<com.github.pagehelper.PageHelper: void setProperties(java.util.Properties)>
twitterreporter-0.1.0-SNAPSHOT,3RiverDev/TwitterReporter,github.com/3RiverDev/TwitterReporter,lucene-core-3.6.2,lucene-core-10.1.0,5b7929f7787933eb32959b834ea61c414b3d1fa9,<org.threeriverdev.twitterreporter.TweetProcessor$1: void run()>,<org.apache.lucene.analysis.TokenStream: void reset()>
